s_lu,X_R,Y_R,Z_R,lambda,phi_contact
1273.11020478637,218.361241516844,-276.577233278531,546.031230466241,253.240685259316,1.4210854715202e-14
1273.98459366328,218.566736770485,-276.414868165846,545.244237263096,252.905436286225,4.9737991503207e-14
1274.8589825402,218.77393679126,-276.250904699293,544.460586089962,252.569897676106,-7.105427357601e-14
1275.73337141711,219.00593824064,-276.067015020416,543.568993869244,252.309505400118,7.105427357601e-15
1276.60776029402,219.202836105989,-275.910700065163,542.805047156902,251.962264925971,4.2632564145606e-14
1277.48214917094,219.405329426028,-275.749703874989,542.038772532796,251.619081881362,0
1278.35653804785,219.603529798031,-275.591885708207,541.263194272078,251.282250684864,0
1279.23092692477,219.822344253776,-275.417382775601,540.425481367659,250.99108054998,-3.5527136788005e-14
1280.10531580168,220.021666375657,-275.258177160339,539.64834054757,250.658375222804,-2.8421709430404e-14
1280.97970467859,220.214487545161,-275.103938982534,538.896878356534,250.309104962458,7.105427357601e-15
1281.85409355551,220.400833787486,-274.954669417281,538.149903623519,249.956804687188,-2.1316282072803e-14
1282.72848243242,220.606023217512,-274.790065848141,537.348148630487,249.64534456548,-7.105427357601e-15
1283.60287130933,220.816511276018,-274.620949886616,536.559561946087,249.327981900671,2.8421709430404e-14
1284.47726018625,221.006779208533,-274.46785114592,535.82313693604,248.973656220912,1.4210854715202e-14
1285.35164906316,221.195564397381,-274.315730609367,535.090488020391,248.617769416152,-7.105427357601e-15
1286.22603794007,221.382707198853,-274.164721877497,534.354484086365,248.264922881553,-2.1316282072803e-14
1287.10042681699,221.581228228334,-274.004301181037,533.566764341074,247.949675910735,-3.5527136788005e-14
1287.9748156939,221.774785542905,-273.847662517509,532.812830622286,247.612543649334,2.8421709430404e-14
1288.84920457082,221.957263225048,-273.699782737523,532.092075343997,247.252382898577,4.2632564145606e-14
1289.72359344773,222.137296468852,-273.553686296569,531.376100217446,246.889690786732,-2.1316282072803e-14
1290.59798232464,222.318453110574,-273.406479761294,530.661557723474,246.527437215795,7.105427357601e-15
1291.47237120156,222.514465810917,-273.246976696599,529.894765100948,246.204260715981,-3.5527136788005e-14
1292.34676007847,222.700962676479,-273.094999939445,529.155978456435,245.861653274058,-3.5527136788005e-14
1293.22114895538,222.876929592209,-272.951409640086,528.451798392297,245.494861841499,1.4210854715202e-14
1294.0955378323,223.051569085313,-272.808715582079,527.75183943772,245.126045891315,-2.8421709430404e-14
1294.96992670921,223.224642737158,-272.667116909676,527.050468590286,244.758902767925,3.5527136788005e-14
1295.84431558613,223.403657905184,-272.520464192237,526.338684381104,244.401147946928,-7.105427357601e-15
1296.71870446304,223.594562567642,-272.363854722237,525.579465766588,244.079039386231,-3.5527136788005e-14
1297.59309333995,223.768590932392,-272.220894644596,524.891883231795,243.706159516699,0
1298.46748221687,223.94006590039,-272.079849774845,524.204990368648,243.333273279269,5.6843418860808e-14
