idx,z_orig,v_orig_rad,X_sm,Y_sm,Z_sm
1,54.9558532241258,0.785217805449165,110.1537849514,110.114057894761,54.9558532241258
2,8.08277753715396,1.5707963267949,4.71034460454269e-15,76.9257651728191,8.08277753715396
3,0.174763482257565,1.5707963267949,3.40062125536071e-15,55.5363596708595,0.174763482257565
