s,X,Y,Z,lambda,valid,phi
0.0,54.086351196216725,1499.9996651905833,-0.3232546754530515,inf,False,
0.2185338893547376,54.97657697093407,55.29221706595419,0.0561944152053353,55.073745796669975,True,-7.632783294297951e-16
0.4370677787094752,54.95245708349853,55.56072325454469,0.12423509810141005,55.12385962429802,True,-4.718447854656915e-16
0.6556016680642128,54.92783489995953,55.82882399754748,0.19227778056348785,55.173658926391894,True,8.604228440844963e-16
0.8741355574189504,54.90270339999182,56.09657763843319,0.2603356837045726,55.22320354543945,True,-1.0547118733938987e-15
1.0926694467736882,54.87705498433501,56.36404640008658,0.32842319701491535,55.27255462065636,True,7.216449660063518e-16
1.3112033361284257,54.85088216447732,56.6312890854152,0.3965540236697776,55.32177325193621,True,-6.106226635438361e-16
1.5297372254831632,54.824176685902714,56.89837017310785,0.4647434984565028,55.3709221916339,True,-1.6653345369377348e-16
1.7482711148379009,54.7969305731907,57.1653491827766,0.5330058777662521,55.42006389805522,True,2.7755575615628914e-16
1.9668050041926386,54.769134934014275,57.43229260478601,0.6013573880541453,55.46926274413135,True,7.771561172376096e-16
2.1853388935473763,54.74078127541374,57.699261021767036,0.6698129348913918,55.51858265695392,True,-1.1102230246251565e-16
2.4038727829021136,54.71186009893503,57.96632258881634,0.7383895572182351,55.568089614596694,True,6.661338147750939e-16
2.6224066722568513,54.68236234970252,58.233539387696496,0.807102930923427,55.6178491337771,True,-7.771561172376096e-16
2.840940561611589,54.65227797090757,58.50098078603354,0.8759708017479976,55.667928756596396,True,0.0
3.0594744509663263,54.621597285657636,58.768710892418405,0.9450097628499236,55.71839572278231,True,-9.992007221626409e-16
3.278008340321064,54.590309744696725,59.03679972592951,1.0142381333311439,55.76931906771626,True,1.1102230246251565e-16
3.4965422296758017,54.558404971155895,59.30531404409766,1.0836735973247,55.820767903168104,True,9.992007221626409e-16
3.7150761190305395,54.52587200962902,59.57432384297182,1.1533348845304594,55.8728126525322,True,8.881784197001252e-16
3.933610008385277,54.49269968515972,59.843899249247016,1.223240971746595,55.92552446831697,True,4.440892098500626e-16
4.1521438977400145,54.4589501351404,60.11412814197067,1.293435800841739,55.97899322093443,True,-4.440892098500626e-16
4.370677787094753,54.425056992286606,60.38515969932798,1.3640800443197114,56.033366346949705,True,-8.881784197001252e-16
4.58921167644949,54.391095458218025,60.65699366625877,1.4351949071396322,56.08864629852924,True,2.220446049250313e-16
4.807745565804227,54.35706726660417,60.92961355420366,1.5067772084983793,56.14481460856297,True,0.0
5.026279455158965,54.32297503223465,61.20299629926138,1.5788219839145883,56.20185128408948,True,0.0
5.244813344513703,54.28882062783611,61.477125269968695,1.6513259005938365,56.25973748622681,True,-4.440892098500626e-16
5.46334723386844,54.25460684533537,61.751976948826325,1.724283746727419,56.31845275060467,True,6.661338147750939e-16
5.681881123223178,54.220335734228705,62.0275342715256,1.7976919587503264,56.3779778021342,True,6.661338147750939e-16
5.900415012577915,54.18601023524458,62.30377350634298,1.8715451382963924,56.438291752514345,True,-4.440892098500626e-16
6.118948901932653,54.15163260674053,62.58067690860943,1.9458394219663677,56.49937483030131,True,4.440892098500626e-16
6.337482791287391,54.11720591058755,62.85822076632747,2.0205692856037816,56.56120577238788,True,1.1102230246251565e-15
6.556016680642128,54.082732645239076,63.13638641155888,2.0957304967829855,56.623764248254375,True,6.661338147750939e-16
6.774550569996866,54.04821596680928,63.415150379909555,2.1713174660808194,56.68702867019197,True,-6.661338147750939e-16
