s,X,Y,Z,lambda,valid,phi
889.4208499110539,-33.14735505021774,-205.14515146115824,1007.4431234809717,473.6017873675438,True,2.842170943040401e-14
900.4013542309435,-24.955115360470188,-214.4856489906307,1000.8515704075239,466.61861721041777,True,-5.684341886080802e-14
911.381858550833,-16.210962000427173,-224.05455528219835,993.4248248622976,459.7852817777868,True,2.842170943040401e-14
922.3623628707226,-6.845040152309224,-233.88249058239253,985.0410543025723,453.15870355751935,True,2.842170943040401e-14
933.3428671906122,3.141111142311061,-243.92410770495303,975.6331566219162,446.7771882166381,True,2.842170943040401e-14
944.3233715105017,13.674235040156375,-254.07099975857557,965.2055600110217,440.66229083125444,True,2.842170943040401e-14
955.3038758303912,24.61116038478768,-264.16315637914835,953.8476676754743,434.8128993190167,True,5.684341886080802e-14
966.2843801502809,35.75056545805319,-274.0036140240804,941.7335771830635,429.19401196082873,True,-2.842170943040401e-14
977.2648844701704,46.8600611791546,-283.37986956858384,929.0981518241247,423.72724403852135,True,2.842170943040401e-14
988.2453887900599,57.71681091025515,-292.0915007508332,916.188799895244,418.29285203378396,True,-2.842170943040401e-14
999.2258931099494,68.15247113535246,-299.9780097657376,903.2045103953059,412.7488885219779,True,-2.842170943040401e-14
1010.2063974298391,78.0890347533042,-306.93726007528164,890.2379704840423,406.9615609727748,True,5.684341886080802e-14
1021.1869017497286,87.55632391282958,-312.9232045705772,877.231650350446,400.8305701708147,True,4.263256414560601e-14
1032.1674060696182,96.68659503974469,-317.9139752756911,863.9516390746526,394.2919953704,True,2.842170943040401e-14
1043.1479103895076,105.68136790409487,-321.84718533974814,849.9855286105227,387.28933660903346,True,1.4210854715202004e-14
1054.1284147093972,114.74165708046122,-324.53506275847593,834.7914747437435,379.7215266918958,True,-2.842170943040401e-14
1065.1089190292869,123.9621745398747,-325.6265187322933,817.8590374117161,371.4244443717222,True,-4.263256414560601e-14
1076.0894233491763,133.24525611799584,-324.7798802650267,799.0271403787973,362.31791878917005,True,3.552713678800501e-15
1087.069927669066,142.34647420662438,-322.1085550450335,778.8149879009803,352.73693549200857,True,-3.552713678800501e-15
1098.0504319889556,150.991810806005,-318.3929586798398,758.3764410004023,343.44296611425216,True,-1.7763568394002505e-14
1109.030936308845,158.8746391116411,-314.54005592953155,738.9728986573318,334.95831047518675,True,2.842170943040401e-14
1120.0114406287346,165.70368973673393,-310.99659956143046,721.424834891931,327.14825214759566,True,-4.263256414560601e-14
1130.9919449486242,171.44553826574872,-307.86851924022216,705.893125789923,319.6965111622967,True,4.973799150320701e-14
1141.9724492685136,176.31035159561927,-305.10859976856244,692.0240990758768,312.43939475440015,True,0.0
1152.9529535884033,180.57845408111476,-302.6020813866317,679.2535547233942,305.36746266757297,True,4.263256414560601e-14
1163.933457908293,184.49617907856822,-300.22950829918733,667.0343732514458,298.5621543537406,True,-4.263256414560601e-14
1174.9139622281823,188.24352413375217,-297.8942318754323,654.9424740325787,292.137049424917,True,-1.4210854715202004e-14
1185.894466548072,191.93391773767075,-295.52997985129565,642.7073797609189,286.1977014617732,True,5.684341886080802e-14
1196.8749708679616,195.6227515500409,-293.1012399247726,630.2110085601472,280.81393264286555,True,-4.263256414560601e-14
1207.855475187851,199.31716002359713,-290.6015613521309,617.4726429345594,275.99979819991063,True,2.842170943040401e-14
1218.8359795077406,202.9870135808535,-288.05011731752376,604.6217402004418,271.7029872558154,True,-2.842170943040401e-14
1229.8164838276302,206.57873179836312,-285.48524530773136,591.857730625694,267.80851513302196,True,1.4210854715202004e-14
1240.7969881475196,210.03123694753043,-282.954903253843,579.4020221729559,264.15812629044757,True,2.842170943040401e-14
1251.7774924674093,213.29036422149017,-280.50636044386584,567.453315864223,260.5797179542207,True,1.4210854715202004e-14
1262.7579967872987,216.3187349750038,-278.1776458811395,556.1564187921734,256.9170318949013,True,-4.263256414560601e-14
1273.7385011071883,219.10015362787257,-275.9922469761762,545.5867674710314,253.05243522883873,True,5.684341886080802e-14
1284.719005427078,221.6401297774159,-273.95665832627253,535.7450293613739,248.92194733715277,True,2.842170943040401e-14
1295.6995097469674,223.96515041854832,-272.05920158623985,526.5541258921705,244.52595026982365,True,-7.105427357601002e-14
1306.680014066857,226.12223472738776,-270.26900066105253,517.853820574033,239.93927133925345,True,2.842170943040401e-14
1317.6605183867466,228.1792560422836,-268.5345878679702,509.3915266958254,235.3228313544881,True,0.0
1328.641022706636,230.2265327939417,-266.78144856574494,500.80875693730684,230.93894137534144,True,-2.842170943040401e-14
1339.6215270265257,232.38056226447213,-264.907289538944,491.61955851974164,227.17511069989163,True,1.4210854715202004e-14
1350.6020313464153,234.79213687436112,-262.7722401619455,481.17122506989324,224.58713871432013,True,-4.263256414560601e-14
1361.5825356663047,237.66300758129339,-260.17857816366876,468.56859707402344,223.98182228506778,True,1.4210854715202004e-14
1372.5630399861943,241.2781017397361,-256.8296622081222,452.5293564904599,226.57541631049082,True,0.0
1383.543544306084,246.06016072356664,-252.25184850432768,431.11273403864834,234.29139267157979,True,0.0
