s,z_orig,r_orig,z_smooth,r_smooth,dr_orig,dz_orig,dr_smooth,dz_smooth,curvature_orig,curvature_smooth
173.034303,95.225857,196.800837,95.257017,196.798234,0.664771,0.747046,0.664524,0.746832,0.00219917,0.00219717
174.320259,96.187735,197.654345,96.218619,197.651421,0.662652,0.748926,0.662402,0.748713,0.00220808,0.00221574
175.602994,97.149612,198.502991,97.180224,198.499741,0.660523,0.750804,0.660273,0.750590,0.00221868,0.00221263
176.882525,98.111489,199.346788,98.141837,199.343203,0.658383,0.752681,0.658103,0.752491,0.00223116,0.00229872
178.158871,99.073367,200.185745,99.103518,200.181744,0.656231,0.754559,0.655857,0.754447,0.00224609,0.00237211
179.432042,100.035244,201.019866,100.065294,201.015337,0.654063,0.756439,0.653638,0.756369,0.00226296,0.00224246
180.702050,100.997121,201.849150,101.027077,201.844081,0.651877,0.758323,0.651453,0.758248,0.00228156,0.00229888
181.968904,101.958999,202.673596,101.988868,202.667975,0.649673,0.760212,0.649237,0.760144,0.00230259,0.00230760
183.232608,102.920876,203.493193,102.950662,203.487012,0.647448,0.762108,0.647006,0.762042,0.00232573,0.00233224
184.493166,103.882753,204.307931,103.912460,204.301181,0.645199,0.764013,0.644750,0.763948,0.00235107,0.00235618
185.750577,104.844631,205.117792,104.874260,205.110467,0.642925,0.765928,0.642470,0.765864,0.00237870,0.00238396
187.004839,105.806508,205.922755,105.836062,205.914850,0.640623,0.767854,0.640162,0.767792,0.00240848,0.00241426
188.255950,106.768385,206.722799,106.797866,206.714305,0.638292,0.769793,0.637824,0.769732,0.00244044,0.00244730
189.503901,107.730263,207.517893,107.759673,207.508802,0.635928,0.771747,0.635452,0.771689,0.00247485,0.00248288
190.748686,108.692140,208.308008,108.721485,208.298310,0.633531,0.773716,0.633045,0.773661,0.00251197,0.00252097
191.990293,109.654018,209.093105,109.683301,209.082790,0.631096,0.775703,0.630600,0.775653,0.00255102,0.00256152
193.228708,110.615895,209.873147,110.645124,209.862201,0.628623,0.777709,0.628115,0.777663,0.00259237,0.00260452
194.463920,111.577772,210.648092,111.606955,210.636501,0.626109,0.779734,0.625588,0.779695,0.00263646,0.00264997
195.695910,112.539650,211.417892,112.568793,211.405640,0.623551,0.781781,0.623015,0.781749,0.00268313,0.00269789
196.924662,113.501527,212.182499,113.530642,212.169567,0.620947,0.783851,0.620396,0.783826,0.00273220,0.00274830
198.150155,114.463404,212.941856,114.492500,212.928228,0.618295,0.785944,0.617726,0.785929,0.00278352,0.00280120
