s,X,Y,Z,lambda,valid,phi
1207.855475187851,203.20775785175223,-294.5028762459018,614.7320879078973,282.153467935521,True,-1.4210854715202004e-14
1218.8359795077406,215.3558953095566,-300.011888854675,595.1822064219139,291.32893975452527,True,1.4210854715202004e-14
1229.8164838276302,223.29646238408438,-301.0637129249433,578.1215811841437,294.4703412279818,True,2.842170943040401e-14
1240.7969881475196,228.64848404759488,-299.66637095218107,563.0389187531335,294.0517074701132,True,0.0
1251.7774924674093,232.66615535703784,-297.2653221529003,549.3527814690952,291.9471122527985,True,-5.684341886080802e-14
1262.7579967872987,236.07011043635814,-294.65309844256336,536.6638465657537,289.1895858954961,True,-2.842170943040401e-14
1273.7385011071883,239.1616275592633,-292.1495878988766,524.7864159576103,286.16099945433956,True,2.842170943040401e-14
1284.719005427078,241.99567111235064,-289.80641974597665,513.6781808420183,282.870567392701,True,0.0
1295.6995097469674,244.6006778840257,-287.6111510095712,503.25571823095606,279.31824717865777,True,2.842170943040401e-14
1306.680014066857,247.0282902413487,-285.52878941122515,493.34014538004817,275.5881784945773,True,5.684341886080802e-14
1317.6605183867466,249.35428589539526,-283.499745876395,483.64441785876136,271.8639240716594,True,2.842170943040401e-14
1328.641022706636,251.68089709401121,-281.4363015025963,473.7551389819597,268.448309626416,True,2.842170943040401e-14
1339.6215270265257,254.14165680476344,-279.21619595435965,463.1043665618773,265.793839456681,True,1.4210854715202004e-14
1350.6020313464153,256.9113262654864,-276.66990483777045,450.91997298415276,264.5564003476949,True,-4.263256414560601e-14
1361.5825356663047,260.22562251777833,-273.5549143992008,436.1325739178383,265.6962509884155,True,1.4210854715202004e-14
1372.5630399861943,264.41851636945927,-269.5042003515365,417.2010364346794,270.66864599882325,True,2.842170943040401e-14
1383.543544306084,269.9836987046343,-263.92890755037996,391.7912258802504,281.7768681493249,True,0.0
1394.5240486259734,277.6374410538168,-255.86542777778763,356.19097826428856,302.80797017764377,True,0.0
1405.504552945863,288.4238535420915,-243.6418406489977,304.3931800083867,340.0534942835577,True,-1.4210854715202004e-14
1416.4850572657526,303.6759942952832,-224.33605164984778,227.20445683138786,403.34162993805796,True,-2.842170943040401e-14
1427.465561585642,306.45376032478566,-194.19906205014144,161.17312386644107,453.93851233469286,True,1.4210854715202004e-14
