z,u,v,Phi,kappa_n,newton_iters,flag
737.3120383286381,0.0,0.0,0.0,-0.0017676787602519013,0,0
741.3191689717286,0.0,0.0,0.0,-0.001766241359056439,0,0
745.3262996148189,0.0,0.0,0.0,-0.0017654195779208818,0,0
749.3334302579094,0.0,0.0,0.0,-0.0017649200658147333,0,0
753.3405609009998,0.0,0.0,0.0,-0.0017646194410539902,0,0
757.3476915440903,0.0,0.0,0.0,-0.001764490937826911,0,0
761.3548221871806,0.0,0.0,0.0,-0.0017644148828257788,0,0
765.3619528302711,0.0,0.0,0.0,-0.0017643537276713819,0,0
769.3690834733616,0.0,0.0,0.0,-0.0017643068437268297,0,0
773.3762141164519,0.0,0.0,0.0,-0.001764264815632644,0,0
777.3833447595424,0.0,0.0,0.0,-0.0017642415312858612,0,0
781.3904754026328,0.0,0.0,0.0,-0.0017641929924352596,0,0
785.3976060457233,0.0,0.0,0.0,-0.0017642270980083626,0,0
789.4047366888136,0.0,0.0,0.0,-0.0017641058127475188,0,0
793.4118673319041,0.0,0.0,0.0,-0.00176425018008512,0,0
797.4189979749945,0.0,0.0,0.0,-0.0017641072078854478,0,0
