z,r,dr_dz,d2r_dz2,curvature
207.391534,250.971315,0.390573,-0.010050,0.008122
207.771509,250.994518,0.385978,-0.010454,0.008488
208.151485,251.017147,0.381317,-0.010132,0.008265
208.531460,251.039232,0.376993,-0.009371,0.007677
208.911435,251.060789,0.372996,-0.008962,0.007372
209.291410,251.081826,0.369024,-0.009023,0.007451
209.671386,251.102346,0.364961,-0.009127,0.007566
210.051361,251.122353,0.360886,-0.009096,0.007570
210.431336,251.141866,0.356841,-0.009043,0.007555
210.811311,251.160910,0.352804,-0.009030,0.007573
211.191286,251.179477,0.348760,-0.009006,0.007581
211.571262,251.197515,0.344734,-0.008944,0.007558
211.951237,251.214974,0.340735,-0.008945,0.007586
212.331212,251.231874,0.336699,-0.009110,0.007755
212.711187,251.248259,0.332542,-0.009461,0.008083
213.091163,251.264170,0.328179,-0.009972,0.008553
213.471138,251.279641,0.323550,-0.010260,0.008836
213.851113,251.294704,0.318915,-0.009828,0.008499
214.231088,251.309366,0.314665,-0.009019,0.007828
214.611063,251.323624,0.310751,-0.008622,0.007508
214.991039,251.337484,0.306851,-0.008685,0.007589
215.371014,251.350962,0.302870,-0.008754,0.007675
215.750989,251.364074,0.298899,-0.008693,0.007646
216.130964,251.376805,0.294966,-0.008653,0.007635
216.510940,251.389127,0.291022,-0.008656,0.007662
216.890915,251.401024,0.287077,-0.008534,0.007578
217.270890,251.412504,0.283236,-0.008375,0.007460
217.650865,251.423583,0.279429,-0.008800,0.007862
218.030840,251.434292,0.275191,-0.009910,0.008882
218.410816,251.444672,0.270358,-0.010390,0.009346
218.790791,251.454753,0.265670,-0.009434,0.008517
219.170766,251.464536,0.261703,-0.008275,0.007493
219.550741,251.474016,0.258071,-0.008030,0.007290
219.930717,251.483201,0.254322,-0.008236,0.007497
220.310692,251.492101,0.250492,-0.008266,0.007545
220.690667,251.500726,0.246709,-0.008151,0.007460
221.070642,251.509068,0.242978,-0.008062,0.007397
221.450617,251.517116,0.239271,-0.008036,0.007392
221.830593,251.524862,0.235557,-0.008087,0.007458
222.210568,251.532303,0.231796,-0.008355,0.007724
222.590543,251.539440,0.227828,-0.008981,0.008325
222.970518,251.546310,0.223479,-0.009452,0.008786
223.350494,251.552951,0.219067,-0.008985,0.008375
223.730469,251.559384,0.215143,-0.007969,0.007446
224.110444,251.565603,0.211667,-0.007448,0.006974
224.490419,251.571607,0.208222,-0.007514,0.007050
224.870394,251.577401,0.204679,-0.007627,0.007172
225.250370,251.582994,0.201123,-0.007561,0.007125
225.630345,251.588391,0.197636,-0.007331,0.006922
226.010320,251.593593,0.194289,-0.007196,0.006807
226.390295,251.598597,0.190923,-0.007645,0.007245
226.770271,251.603394,0.187153,-0.008465,0.008039
227.150246,251.607969,0.183015,-0.008685,0.008266
227.530221,251.612330,0.179034,-0.008093,0.007719
227.910196,251.616512,0.175443,-0.007415,0.007086
228.290171,251.620548,0.172091,-0.007041,0.006740
228.670147,251.624444,0.168846,-0.006885,0.006601
229.050122,251.628194,0.165636,-0.006834,0.006563
229.430097,251.631799,0.162435,-0.006770,0.006511
229.810072,251.635264,0.159282,-0.006673,0.006427
230.190048,251.638593,0.156169,-0.006695,0.006457
230.570023,251.641793,0.152991,-0.006924,0.006688
230.949998,251.644869,0.149659,-0.007312,0.007073
231.329973,251.647819,0.146113,-0.007669,0.007430
231.709948,251.650628,0.142440,-0.007529,0.007306
232.089924,251.653284,0.139021,-0.006772,0.006580
232.469899,251.655802,0.136058,-0.006102,0.005936
232.849874,251.658210,0.133269,-0.005978,0.005823
233.229849,251.660530,0.130419,-0.006067,0.005916
233.609825,251.662760,0.127543,-0.006049,0.005904
233.989800,251.664896,0.124709,-0.005894,0.005759
234.369775,251.666941,0.121976,-0.005728,0.005602
234.749750,251.668896,0.119296,-0.005998,0.005872
235.129725,251.670767,0.116306,-0.006822,0.006686
235.509701,251.672559,0.112844,-0.007169,0.007034
235.889676,251.674278,0.109524,-0.006343,0.006231
236.269651,251.675919,0.106840,-0.005352,0.005262
236.649626,251.677468,0.104455,-0.005122,0.005039
237.029602,251.678918,0.101988,-0.005271,0.005189
237.409577,251.680287,0.099461,-0.005290,0.005213
237.789552,251.681596,0.096974,-0.005119,0.005048
238.169527,251.682853,0.094607,-0.004871,0.004807
238.549502,251.684055,0.092354,-0.004983,0.004920
238.929478,251.685201,0.089880,-0.005697,0.005629
239.309453,251.686292,0.086947,-0.006163,0.006094
239.689428,251.687331,0.084028,-0.005615,0.005556
240.069403,251.688321,0.081615,-0.004754,0.004707
240.449379,251.689267,0.079512,-0.004424,0.004382
240.829354,251.690169,0.077411,-0.004446,0.004406
241.209329,251.691024,0.075287,-0.004439,0.004402
241.589304,251.691824,0.073191,-0.004321,0.004286
241.969279,251.692571,0.071179,-0.004133,0.004101
242.349255,251.693274,0.069261,-0.004148,0.004118
242.729230,251.693945,0.067233,-0.004576,0.004545
243.109205,251.694585,0.064907,-0.004937,0.004906
243.489180,251.695193,0.062534,-0.004691,0.004664
243.869156,251.695770,0.060442,-0.004143,0.004121
244.249131,251.696318,0.058590,-0.003788,0.003769
244.629106,251.696837,0.056834,-0.003647,0.003630
245.009081,251.697330,0.055116,-0.003589,0.003573
245.389056,251.697798,0.053415,-0.003520,0.003505
245.769032,251.698242,0.051763,-0.003390,0.003376
246.149007,251.698659,0.050186,-0.003353,0.003341
246.528982,251.699048,0.048567,-0.003578,0.003566
246.908957,251.699410,0.046775,-0.003825,0.003812
247.288933,251.699750,0.044921,-0.003754,0.003743
247.668908,251.700072,0.043196,-0.003446,0.003436
248.048883,251.700377,0.041636,-0.003125,0.003117
248.428858,251.700666,0.040216,-0.002896,0.002889
248.808833,251.700939,0.038874,-0.002798,0.002791
249.188809,251.701197,0.037547,-0.002757,0.002751
249.568784,251.701441,0.036244,-0.002673,0.002668
249.948759,251.701671,0.034997,-0.002616,0.002611
250.328734,251.701889,0.033748,-0.002706,0.002701
250.708710,251.702094,0.032415,-0.002850,0.002845
251.088685,251.702285,0.031029,-0.002871,0.002867
251.468660,251.702462,0.029675,-0.002733,0.002729
251.848635,251.702627,0.028421,-0.002474,0.002471
252.228610,251.702781,0.027314,-0.002214,0.002212
252.608586,251.702927,0.026308,-0.002092,0.002089
252.988561,251.703063,0.025317,-0.002066,0.002064
253.368536,251.703192,0.024335,-0.002017,0.002015
253.748511,251.703314,0.023391,-0.001958,0.001956
254.128487,251.703428,0.022466,-0.001966,0.001964
254.508462,251.703535,0.021514,-0.002030,0.002029
254.888437,251.703636,0.020527,-0.002088,0.002087
255.268412,251.703731,0.019520,-0.002060,0.002059
255.648387,251.703819,0.018560,-0.001873,0.001872
256.028363,251.703902,0.017732,-0.001622,0.001621
256.408338,251.703978,0.017011,-0.001491,0.001491
256.788313,251.704049,0.016307,-0.001474,0.001473
257.168288,251.704114,0.015603,-0.001449,0.001448
257.548264,251.704176,0.014923,-0.001398,0.001397
257.928239,251.704233,0.014268,-0.001365,0.001364
258.308214,251.704287,0.013620,-0.001376,0.001376
258.688189,251.704338,0.012954,-0.001438,0.001437
259.068164,251.704385,0.012246,-0.001470,0.001470
259.448140,251.704430,0.011549,-0.001348,0.001348
259.828115,251.704471,0.010958,-0.001133,0.001132
260.208090,251.704510,0.010467,-0.001009,0.001009
260.588065,251.704546,0.009994,-0.000995,0.000995
260.968041,251.704580,0.009516,-0.000986,0.000985
261.348016,251.704611,0.009052,-0.000946,0.000946
261.727991,251.704639,0.008612,-0.000901,0.000901
262.107966,251.704665,0.008192,-0.000884,0.000883
262.487941,251.704690,0.007768,-0.000932,0.000932
262.867917,251.704713,0.007301,-0.000988,0.000988
263.247892,251.704734,0.006823,-0.000918,0.000918
263.627867,251.704754,0.006423,-0.000751,0.000751
264.007842,251.704773,0.006106,-0.000645,0.000645
264.387818,251.704790,0.005807,-0.000633,0.000633
264.767793,251.704806,0.005501,-0.000632,0.000632
265.147768,251.704821,0.005203,-0.000605,0.000605
265.527743,251.704835,0.004923,-0.000563,0.000563
265.907718,251.704848,0.004665,-0.000535,0.000535
266.287694,251.704860,0.004411,-0.000567,0.000567
266.667669,251.704870,0.004123,-0.000623,0.000623
267.047644,251.704880,0.003816,-0.000589,0.000589
267.427619,251.704889,0.003560,-0.000470,0.000470
267.807594,251.704898,0.003367,-0.000388,0.000388
268.187570,251.704906,0.003189,-0.000378,0.000378
268.567545,251.704913,0.003005,-0.000379,0.000379
268.947520,251.704920,0.002826,-0.000362,0.000362
269.327495,251.704926,0.002659,-0.000334,0.000334
269.707471,251.704932,0.002507,-0.000314,0.000314
270.087446,251.704938,0.002359,-0.000326,0.000326
270.467421,251.704943,0.002195,-0.000355,0.000355
270.847396,251.704948,0.002020,-0.000341,0.000341
271.227371,251.704952,0.001870,-0.000279,0.000279
271.607347,251.704956,0.001754,-0.000229,0.000229
271.987322,251.704959,0.001651,-0.000216,0.000216
272.367297,251.704962,0.001548,-0.000212,0.000212
272.747272,251.704965,0.001448,-0.000202,0.000202
273.127248,251.704968,0.001355,-0.000187,0.000187
273.507223,251.704971,0.001270,-0.000175,0.000175
273.887198,251.704973,0.001188,-0.000176,0.000176
274.267173,251.704976,0.001101,-0.000187,0.000187
274.647148,251.704978,0.001009,-0.000182,0.000182
275.027124,251.704979,0.000927,-0.000154,0.000154
275.407099,251.704981,0.000862,-0.000128,0.000128
275.787074,251.704983,0.000805,-0.000116,0.000116
276.167049,251.704984,0.000751,-0.000111,0.000111
276.547025,251.704986,0.000699,-0.000105,0.000105
276.927000,251.704987,0.000651,-0.000098,0.000098
277.306975,251.704988,0.000606,-0.000091,0.000091
277.686950,251.704989,0.000564,-0.000089,0.000089
278.066925,251.704990,0.000521,-0.000093,0.000093
278.446901,251.704991,0.000475,-0.000091,0.000091
278.826876,251.704991,0.000434,-0.000079,0.000079
279.206851,251.704992,0.000400,-0.000067,0.000067
279.586826,251.704993,0.000370,-0.000059,0.000059
279.966802,251.704994,0.000343,-0.000054,0.000054
280.346777,251.704994,0.000318,-0.000051,0.000051
280.726752,251.704995,0.000295,-0.000048,0.000048
281.106727,251.704995,0.000273,-0.000044,0.000044
281.486702,251.704996,0.000252,-0.000043,0.000043
281.866678,251.704996,0.000232,-0.000043,0.000043
282.246653,251.704996,0.000211,-0.000042,0.000042
282.626628,251.704997,0.000192,-0.000038,0.000038
283.006603,251.704997,0.000175,-0.000033,0.000033
283.386579,251.704997,0.000160,-0.000028,0.000028
283.766554,251.704997,0.000148,-0.000025,0.000025
284.146529,251.704998,0.000137,-0.000023,0.000023
284.526504,251.704998,0.000126,-0.000022,0.000022
284.906479,251.704998,0.000116,-0.000020,0.000020
285.286455,251.704998,0.000107,-0.000019,0.000019
285.666430,251.704998,0.000098,-0.000019,0.000019
286.046405,251.704999,0.000089,-0.000018,0.000018
286.426380,251.704999,0.000080,-0.000017,0.000017
286.806356,251.704999,0.000072,-0.000015,0.000015
287.186331,251.704999,0.000066,-0.000013,0.000013
287.566306,251.704999,0.000060,-0.000011,0.000011
287.946281,251.704999,0.000055,-0.000010,0.000010
288.326256,251.704999,0.000051,-0.000009,0.000009
288.706232,251.704999,0.000047,-0.000009,0.000009
289.086207,251.704999,0.000043,-0.000008,0.000008
289.466182,251.704999,0.000039,-0.000008,0.000008
289.846157,251.704999,0.000035,-0.000007,0.000007
290.226133,251.704999,0.000032,-0.000007,0.000007
290.606108,251.705000,0.000028,-0.000007,0.000007
290.986083,251.705000,0.000025,-0.000005,0.000005
291.366058,251.705000,0.000023,-0.000004,0.000004
291.746033,251.705000,0.000021,-0.000004,0.000004
292.126009,251.705000,0.000019,-0.000004,0.000004
292.505984,251.705000,0.000018,-0.000004,0.000004
292.885959,251.705000,0.000016,-0.000003,0.000003
293.265934,251.705000,0.000015,-0.000003,0.000003
293.645910,251.705000,0.000013,-0.000003,0.000003
294.025885,251.705000,0.000012,-0.000003,0.000003
294.405860,251.705000,0.000011,-0.000003,0.000003
294.785835,251.705000,0.000009,-0.000002,0.000002
295.165810,251.705000,0.000008,-0.000002,0.000002
295.545786,251.705000,0.000008,-0.000001,0.000001
295.925761,251.705000,0.000007,-0.000001,0.000001
296.305736,251.705000,0.000006,-0.000001,0.000001
296.685711,251.705000,0.000006,-0.000001,0.000001
297.065687,251.705000,0.000005,-0.000001,0.000001
297.445662,251.705000,0.000005,-0.000001,0.000001
297.825637,251.705000,0.000004,-0.000001,0.000001
298.205612,251.705000,0.000004,-0.000001,0.000001
298.585587,251.705000,0.000003,-0.000001,0.000001
298.965563,251.705000,0.000003,-0.000001,0.000001
299.345538,251.705000,0.000003,-0.000001,0.000001
299.725513,251.705000,0.000002,-0.000001,0.000001
300.105488,251.705000,0.000002,-0.000000,0.000000
300.485464,251.705000,0.000002,-0.000000,0.000000
300.865439,251.705000,0.000002,-0.000000,0.000000
301.245414,251.705000,0.000002,-0.000000,0.000000
301.625389,251.705000,0.000001,-0.000000,0.000000
302.005364,251.705000,0.000001,-0.000000,0.000000
302.385340,251.705000,0.000001,-0.000000,0.000000
302.765315,251.705000,0.000001,-0.000000,0.000000
303.145290,251.705000,0.000001,-0.000000,0.000000
303.525265,251.705000,0.000001,-0.000000,0.000000
303.905241,251.705000,0.000001,-0.000000,0.000000
304.285216,251.705000,0.000001,-0.000000,0.000000
304.665191,251.705000,0.000001,-0.000000,0.000000
305.045166,251.705000,0.000001,-0.000000,0.000000
305.425141,251.705000,0.000000,-0.000000,0.000000
305.805117,251.705000,0.000000,-0.000000,0.000000
306.185092,251.705000,0.000000,-0.000000,0.000000
306.565067,251.705000,0.000000,-0.000000,0.000000
306.945042,251.705000,0.000000,-0.000000,0.000000
307.325018,251.705000,0.000000,-0.000000,0.000000
307.704993,251.705000,0.000000,-0.000000,0.000000
308.084968,251.705000,0.000000,-0.000000,0.000000
308.464943,251.705000,0.000000,-0.000000,0.000000
308.844918,251.705000,0.000000,-0.000000,0.000000
309.224894,251.705000,0.000000,-0.000000,0.000000
309.604869,251.705000,0.000000,-0.000000,0.000000
309.984844,251.705000,0.000000,-0.000000,0.000000
310.364819,251.705000,0.000000,-0.000000,0.000000
310.744795,251.705000,0.000000,-0.000000,0.000000
311.124770,251.705000,0.000000,-0.000000,0.000000
311.504745,251.705000,0.000000,-0.000000,0.000000
311.884720,251.705000,0.000000,-0.000000,0.000000
312.264695,251.705000,0.000000,-0.000000,0.000000
312.644671,251.705000,0.000000,-0.000000,0.000000
313.024646,251.705000,0.000000,-0.000000,0.000000
313.404621,251.705000,0.000000,-0.000000,0.000000
313.784596,251.705000,0.000000,-0.000000,0.000000
314.164572,251.705000,0.000000,-0.000000,0.000000
314.544547,251.705000,0.000000,-0.000000,0.000000
314.924522,251.705000,0.000000,-0.000000,0.000000
315.304497,251.705000,0.000000,-0.000000,0.000000
315.684472,251.705000,0.000000,-0.000000,0.000000
316.064448,251.705000,0.000000,-0.000000,0.000000
316.444423,251.705000,0.000000,-0.000000,0.000000
316.824398,251.705000,0.000000,-0.000000,0.000000
317.204373,251.705000,0.000000,-0.000000,0.000000
317.584349,251.705000,0.000000,-0.000000,0.000000
317.964324,251.705000,0.000000,-0.000000,0.000000
318.344299,251.705000,0.000000,-0.000000,0.000000
318.724274,251.705000,0.000000,-0.000000,0.000000
319.104249,251.705000,0.000000,-0.000000,0.000000
319.484225,251.705000,0.000000,-0.000000,0.000000
319.864200,251.705000,0.000000,-0.000000,0.000000
320.244175,251.705000,0.000000,-0.000000,0.000000
320.624150,251.705000,0.000000,-0.000000,0.000000
321.004126,251.705000,0.000000,-0.000000,0.000000
321.384101,251.705000,0.000000,-0.000000,0.000000
321.764076,251.705000,0.000000,-0.000000,0.000000
322.144051,251.705000,0.000000,-0.000000,0.000000
322.524026,251.705000,0.000000,-0.000000,0.000000
322.904002,251.705000,0.000000,-0.000000,0.000000
323.283977,251.705000,0.000000,-0.000000,0.000000
323.663952,251.705000,0.000000,-0.000000,0.000000
324.043927,251.705000,0.000000,-0.000000,0.000000
324.423903,251.705000,0.000000,-0.000000,0.000000
324.803878,251.705000,0.000000,-0.000000,0.000000
325.183853,251.705000,0.000000,-0.000000,0.000000
325.563828,251.705000,0.000000,-0.000000,0.000000
325.943803,251.705000,0.000000,-0.000000,0.000000
326.323779,251.705000,0.000000,-0.000000,0.000000
326.703754,251.705000,0.000000,-0.000000,0.000000
327.083729,251.705000,0.000000,-0.000000,0.000000
327.463704,251.705000,0.000000,-0.000000,0.000000
327.843680,251.705000,0.000000,-0.000000,0.000000
328.223655,251.705000,0.000000,-0.000000,0.000000
328.603630,251.705000,0.000000,-0.000000,0.000000
328.983605,251.705000,0.000000,-0.000000,0.000000
329.363580,251.705000,0.000000,-0.000000,0.000000
329.743556,251.705000,0.000000,-0.000000,0.000000
330.123531,251.705000,0.000000,-0.000000,0.000000
330.503506,251.705000,0.000000,-0.000000,0.000000
330.883481,251.705000,0.000000,-0.000000,0.000000
331.263457,251.705000,0.000000,-0.000000,0.000000
331.643432,251.705000,0.000000,-0.000000,0.000000
332.023407,251.705000,0.000000,-0.000000,0.000000
332.403382,251.705000,0.000000,-0.000000,0.000000
332.783357,251.705000,0.000000,-0.000000,0.000000
333.163333,251.705000,0.000000,-0.000000,0.000000
333.543308,251.705000,0.000000,-0.000000,0.000000
333.923283,251.705000,0.000000,-0.000000,0.000000
334.303258,251.705000,0.000000,-0.000000,0.000000
334.683234,251.705000,0.000000,-0.000000,0.000000
335.063209,251.705000,0.000000,-0.000000,0.000000
335.443184,251.705000,0.000000,-0.000000,0.000000
335.823159,251.705000,0.000000,-0.000000,0.000000
336.203134,251.705000,0.000000,-0.000000,0.000000
336.583110,251.705000,0.000000,-0.000000,0.000000
336.963085,251.705000,0.000000,-0.000000,0.000000
337.343060,251.705000,0.000000,-0.000000,0.000000
337.723035,251.705000,0.000000,-0.000000,0.000000
338.103011,251.705000,0.000000,-0.000000,0.000000
338.482986,251.705000,0.000000,-0.000000,0.000000
338.862961,251.705000,0.000000,-0.000000,0.000000
339.242936,251.705000,0.000000,-0.000000,0.000000
339.622911,251.705000,0.000000,-0.000000,0.000000
340.002887,251.705000,0.000000,-0.000000,0.000000
340.382862,251.705000,0.000000,-0.000000,0.000000
340.762837,251.705000,0.000000,-0.000000,0.000000
341.142812,251.705000,0.000000,-0.000000,0.000000
341.522788,251.705000,0.000000,-0.000000,0.000000
341.902763,251.705000,0.000000,-0.000000,0.000000
342.282738,251.705000,0.000000,-0.000000,0.000000
342.662713,251.705000,0.000000,-0.000000,0.000000
343.042688,251.705000,0.000000,-0.000000,0.000000
343.422664,251.705000,0.000000,-0.000000,0.000000
343.802639,251.705000,0.000000,-0.000000,0.000000
344.182614,251.705000,0.000000,-0.000000,0.000000
344.562589,251.705000,0.000000,-0.000000,0.000000
344.942565,251.705000,0.000000,-0.000000,0.000000
345.322540,251.705000,0.000000,-0.000000,0.000000
345.702515,251.705000,0.000000,-0.000000,0.000000
346.082490,251.705000,0.000000,-0.000000,0.000000
346.462465,251.705000,0.000000,-0.000000,0.000000
346.842441,251.705000,0.000000,-0.000000,0.000000
347.222416,251.705000,0.000000,0.000000,0.000000
347.602391,251.705000,0.000000,-0.000000,0.000000
347.982366,251.705000,0.000000,-0.000000,0.000000
348.362342,251.705000,0.000000,0.000000,0.000000
348.742317,251.705000,0.000000,0.000000,0.000000
349.122292,251.705000,0.000000,-0.000000,0.000000
349.502267,251.705000,0.000000,-0.000000,0.000000
349.882242,251.705000,0.000000,0.000000,0.000000
350.262218,251.705000,0.000000,0.000000,0.000000
350.642193,251.705000,0.000000,0.000000,0.000000
351.022168,251.705000,0.000000,0.000000,0.000000
351.402143,251.705000,0.000000,0.000000,0.000000
351.782119,251.705000,0.000000,0.000000,0.000000
352.162094,251.705000,0.000000,0.000000,0.000000
352.542069,251.705000,0.000000,0.000000,0.000000
352.922044,251.705000,0.000000,0.000000,0.000000
353.302019,251.705000,0.000000,0.000000,0.000000
353.681995,251.705000,0.000000,0.000000,0.000000
354.061970,251.705000,0.000000,0.000000,0.000000
354.441945,251.705000,0.000000,0.000000,0.000000
354.821920,251.705000,0.000000,0.000000,0.000000
355.201896,251.705000,0.000000,0.000000,0.000000
355.581871,251.705000,0.000000,0.000000,0.000000
355.961846,251.705000,0.000000,-0.000000,0.000000
356.341821,251.705000,-0.000000,0.000000,0.000000
356.721796,251.705000,0.000000,0.000000,0.000000
357.101772,251.705000,0.000000,0.000000,0.000000
357.481747,251.705000,0.000000,0.000000,0.000000
357.861722,251.705000,0.000000,0.000000,0.000000
358.241697,251.705000,0.000000,0.000000,0.000000
358.621673,251.705000,0.000000,0.000000,0.000000
359.001648,251.705000,0.000000,0.000000,0.000000
359.381623,251.705000,0.000000,-0.000000,0.000000
359.761598,251.705000,-0.000000,-0.000000,0.000000
360.141573,251.705000,0.000000,0.000000,0.000000
360.521549,251.705000,0.000000,0.000000,0.000000
360.901524,251.705000,0.000000,0.000000,0.000000
361.281499,251.705000,0.000000,0.000000,0.000000
361.661474,251.705000,0.000000,0.000000,0.000000
362.041450,251.705000,0.000000,0.000000,0.000000
362.421425,251.705000,0.000000,0.000000,0.000000
362.801400,251.705000,0.000000,0.000000,0.000000
363.181375,251.705000,0.000000,0.000000,0.000000
363.561350,251.705000,0.000000,0.000000,0.000000
363.941326,251.705000,0.000000,0.000000,0.000000
364.321301,251.705000,0.000000,0.000000,0.000000
364.701276,251.705000,0.000000,0.000000,0.000000
365.081251,251.705000,0.000000,0.000000,0.000000
365.461227,251.705000,0.000000,0.000000,0.000000
365.841202,251.705000,0.000000,-0.000000,0.000000
366.221177,251.705000,-0.000000,-0.000000,0.000000
366.601152,251.705000,0.000000,0.000000,0.000000
366.981127,251.705000,0.000000,0.000000,0.000000
367.361103,251.705000,0.000000,0.000000,0.000000
367.741078,251.705000,0.000000,0.000000,0.000000
368.121053,251.705000,0.000000,0.000000,0.000000
368.501028,251.705000,0.000000,0.000000,0.000000
368.881004,251.705000,0.000000,0.000000,0.000000
369.260979,251.705000,0.000000,0.000000,0.000000
369.640954,251.705000,0.000000,0.000000,0.000000
370.020929,251.705000,0.000000,0.000000,0.000000
370.400904,251.705000,0.000000,0.000000,0.000000
370.780880,251.705000,0.000000,0.000000,0.000000
371.160855,251.705000,0.000000,0.000000,0.000000
371.540830,251.705000,0.000000,0.000000,0.000000
371.920805,251.705000,0.000000,0.000000,0.000000
372.300781,251.705000,0.000000,0.000000,0.000000
372.680756,251.705000,0.000000,0.000000,0.000000
373.060731,251.705000,0.000000,0.000000,0.000000
373.440706,251.705000,0.000000,-0.000000,0.000000
373.820681,251.705000,0.000000,0.000000,0.000000
374.200657,251.705000,0.000000,0.000000,0.000000
374.580632,251.705000,0.000000,0.000000,0.000000
374.960607,251.705000,0.000000,0.000000,0.000000
375.340582,251.705000,0.000000,0.000000,0.000000
375.720558,251.705000,0.000000,-0.000000,0.000000
376.100533,251.705000,0.000000,-0.000000,0.000000
376.480508,251.705000,0.000000,0.000000,0.000000
376.860483,251.705000,0.000000,0.000000,0.000000
377.240458,251.705000,0.000000,0.000000,0.000000
377.620434,251.705000,0.000000,0.000000,0.000000
378.000409,251.705000,0.000000,0.000000,0.000000
378.380384,251.705000,0.000000,-0.000000,0.000000
378.760359,251.705000,-0.000000,-0.000000,0.000000
379.140335,251.705000,0.000000,0.000000,0.000000
379.520310,251.705000,0.000000,0.000000,0.000000
379.900285,251.705000,0.000000,0.000000,0.000000
380.280260,251.705000,0.000000,0.000000,0.000000
380.660235,251.705000,0.000000,0.000000,0.000000
381.040211,251.705000,0.000000,0.000000,0.000000
381.420186,251.705000,0.000000,0.000000,0.000000
381.800161,251.705000,0.000000,-0.000000,0.000000
382.180136,251.705000,0.000000,0.000000,0.000000
382.560112,251.705000,0.000000,0.000000,0.000000
382.940087,251.705000,0.000000,0.000000,0.000000
383.320062,251.705000,0.000000,0.000000,0.000000
383.700037,251.705000,0.000000,0.000000,0.000000
384.080012,251.705000,0.000000,0.000000,0.000000
384.459988,251.705000,0.000000,0.000000,0.000000
384.839963,251.705000,0.000000,0.000000,0.000000
385.219938,251.705000,0.000000,0.000000,0.000000
385.599913,251.705000,0.000000,0.000000,0.000000
385.979888,251.705000,0.000000,0.000000,0.000000
386.359864,251.705000,0.000000,0.000000,0.000000
386.739839,251.705000,0.000000,0.000000,0.000000
387.119814,251.705000,0.000000,0.000000,0.000000
387.499789,251.705000,0.000000,0.000000,0.000000
387.879765,251.705000,0.000000,0.000000,0.000000
388.259740,251.705000,0.000000,0.000000,0.000000
388.639715,251.705000,0.000000,-0.000000,0.000000
389.019690,251.705000,0.000000,0.000000,0.000000
389.399665,251.705000,0.000000,0.000000,0.000000
389.779641,251.705000,0.000000,0.000000,0.000000
390.159616,251.705000,0.000000,-0.000000,0.000000
390.539591,251.705000,-0.000000,0.000000,0.000000
390.919566,251.705000,0.000000,0.000000,0.000000
391.299542,251.705000,0.000000,0.000000,0.000000
391.679517,251.705000,0.000000,0.000000,0.000000
392.059492,251.705000,0.000000,0.000000,0.000000
392.439467,251.705000,0.000000,0.000000,0.000000
392.819442,251.705000,0.000000,0.000000,0.000000
393.199418,251.705000,0.000000,0.000000,0.000000
393.579393,251.705000,0.000000,0.000000,0.000000
393.959368,251.705000,0.000000,0.000000,0.000000
394.339343,251.705000,0.000000,0.000000,0.000000
394.719319,251.705000,0.000000,0.000000,0.000000
395.099294,251.705000,0.000000,0.000000,0.000000
395.479269,251.705000,0.000000,0.000000,0.000000
395.859244,251.705000,0.000000,0.000000,0.000000
396.239219,251.705000,0.000000,0.000000,0.000000
396.619195,251.705000,0.000000,0.000000,0.000000
396.999170,251.705000,0.000000,0.000000,0.000000
397.379145,251.705000,0.000000,0.000000,0.000000
397.759120,251.705000,0.000000,0.000000,0.000000
398.139096,251.705000,0.000000,0.000000,0.000000
398.519071,251.705000,0.000000,0.000000,0.000000
398.899046,251.705000,0.000000,0.000000,0.000000
399.279021,251.705000,0.000000,0.000000,0.000000
399.658996,251.705000,0.000000,0.000000,0.000000
400.038972,251.705000,0.000000,0.000000,0.000000
400.418947,251.705000,0.000000,0.000000,0.000000
400.798922,251.705000,0.000000,0.000000,0.000000
401.178897,251.705000,0.000000,0.000000,0.000000
401.558873,251.705000,0.000000,0.000000,0.000000
401.938848,251.705000,0.000000,0.000000,0.000000
402.318823,251.705000,0.000000,0.000000,0.000000
402.698798,251.705000,0.000000,0.000000,0.000000
403.078773,251.705000,0.000000,0.000000,0.000000
403.458749,251.705000,0.000000,0.000000,0.000000
403.838724,251.705000,0.000000,0.000000,0.000000
404.218699,251.705000,0.000000,0.000000,0.000000
404.598674,251.705000,0.000000,0.000000,0.000000
404.978650,251.705000,0.000000,0.000000,0.000000
405.358625,251.705000,0.000000,0.000000,0.000000
405.738600,251.705000,0.000000,0.000000,0.000000
406.118575,251.705000,0.000000,0.000000,0.000000
406.498550,251.705000,0.000000,0.000000,0.000000
406.878526,251.705000,0.000000,0.000000,0.000000
407.258501,251.705000,0.000000,-0.000000,0.000000
407.638476,251.705000,0.000000,-0.000000,0.000000
408.018451,251.705000,-0.000000,0.000000,0.000000
408.398427,251.705000,0.000000,0.000000,0.000000
408.778402,251.705000,0.000000,-0.000000,0.000000
409.158377,251.705000,0.000000,0.000000,0.000000
409.538352,251.705000,0.000000,0.000000,0.000000
409.918327,251.705000,0.000000,0.000000,0.000000
410.298303,251.705000,0.000000,0.000000,0.000000
410.678278,251.705000,0.000000,0.000000,0.000000
411.058253,251.705000,0.000000,0.000000,0.000000
411.438228,251.705000,0.000000,0.000000,0.000000
411.818204,251.705000,0.000000,0.000000,0.000000
412.198179,251.705000,0.000000,0.000000,0.000000
412.578154,251.705000,0.000000,0.000000,0.000000
412.958129,251.705000,0.000000,0.000000,0.000000
413.338104,251.705000,0.000000,-0.000000,0.000000
