z,u,v,Phi,kappa_n,iters,flag,pred_type
256.07134851162,0.0,0.0,0.0,-0.0017640609331164914,0,0,
258.71125932101813,0.0,0.0,0.0,-0.0017640610719343497,0,0,
261.3511701304163,0.0,0.0,0.0,-0.0017640613747689428,0,0,
263.9910809398144,0.0,0.0,0.0,-0.0017640619497421245,0,0,
266.63099174921257,0.0,0.0,0.0,-0.001764062963163415,0,0,
269.2709025586107,0.0,0.0,0.0,-0.001764064712873609,0,0,
271.91081336800886,0.0,0.0,0.0,-0.0017640677548386215,0,0,
274.550724177407,0.0,0.0,0.0,-0.001764073217346411,0,0,
277.19063498680515,0.0,0.0,0.0,-0.0017640835690238338,0,0,
279.8305457962033,0.0,0.0,0.0,-0.0017641047813584784,0,0,
282.47045660560144,0.0,0.0,0.0,-0.001764153697464687,0,0,
285.1103674149996,0.0,0.0,0.0,-0.001764290202947275,0,0,
287.75027822439773,0.0,0.0,0.0,-0.0017648431445944134,0,0,
290.3901890337959,0.0,0.0,0.0,-0.0017716120172048275,0,0,
293.030099843194,0.0,0.0,0.0,-0.0017797710678165112,0,0,
295.67001065259217,0.0,0.0,0.0,-0.0017658451834994956,0,0,
298.3099214619903,0.0,0.0,0.0,-0.0017648126089142143,0,0,
300.94983227138846,0.0,0.0,0.0,-0.001764512481904079,0,0,
303.5897430807866,0.0,0.0,0.0,-0.0017643801927604396,0,0,
306.22965389018475,0.0,0.0,0.0,-0.0017643080062544792,0,0,
308.8695646995829,0.0,0.0,0.0,-0.0017642630068092188,0,0,
311.50947550898104,0.0,0.0,0.0,-0.001764232218616504,0,0,
314.1493863183792,0.0,0.0,0.0,-0.0017642096327785365,0,0,
316.78929712777733,0.0,0.0,0.0,-0.0017641921565549024,0,0,
319.4292079371755,0.0,0.0,0.0,-0.0017641780632825577,0,0,
322.0691187465736,0.0,0.0,0.0,-0.0017641663332412,0,0,
324.70902955597177,0.0,0.0,0.0,-0.0017641563408529485,0,0,
327.3489403653699,0.0,0.0,0.0,-0.001764147684399734,0,0,
329.98885117476806,0.0,0.0,0.0,-0.0017641400974239443,0,0,
332.6287619841662,0.0,0.0,0.0,-0.0017641333975139378,0,0,
335.26867279356435,0.0,0.0,0.0,-0.0017641274531946063,0,0,
337.9085836029625,0.0,0.0,0.0,-0.0017641221661820522,0,0,
340.54849441236064,0.0,0.0,0.0,-0.0017641174605838466,0,0,
343.1884052217588,0.0,0.0,0.0,-0.0017641132745351664,0,0,
345.82831603115693,0.0,0.0,0.0,-0.0017641095563298132,0,0,
348.4682268405551,0.0,0.0,0.0,-0.0017641062615284698,0,0,
351.1081376499532,0.0,0.0,0.0,-0.0017641033500545654,0,0,
353.74804845935137,0.0,0.0,0.0,-0.0017641007854395812,0,0,
356.3879592687495,0.0,0.0,0.0,-0.0017640985331297797,0,0,
359.02787007814766,0.0,0.0,0.0,-0.0017640965603858473,0,0,
361.6677808875458,0.0,0.0,0.0,-0.0017640948359845508,0,0,
364.30769169694395,0.0,0.0,0.0,-0.001764093329115877,0,0,
366.9476025063421,0.0,0.0,0.0,-0.0017640920117554906,0,0,
369.58751331574024,0.0,0.0,0.0,-0.0017640908590594684,0,0,
372.2274241251384,0.0,0.0,0.0,-0.0017640898415742755,0,0,
374.86733493453653,0.0,0.0,0.0,-0.0017640889394338584,0,0,
377.5072457439347,0.0,0.0,0.0,-0.001764088156148837,0,0,
380.1471565533328,0.0,0.0,0.0,-0.0017640874280037743,0,0,
382.78706736273097,0.0,0.0,0.0,-0.0017640867443013421,0,0,
385.4269781721291,0.0,0.0,0.0,-0.0017640863535727904,0,0,
388.06688898152726,0.0,0.0,0.0,-0.0017640857604633256,0,0,
