z,s,u,v,X,Y,Z,Phi,sigma,newton_iters,bisected,ratio,converged
568.2451483446424,2841225.7417232166,1861.1027896863206,44.85226622178973,1794525.1103099203,2126961.7487570755,-935286.8155833092,9.312061592936516e-07,5000.0,3,0,2.13151799118022,True
568.8151033580273,2844075.516790141,1860.5377734572912,44.85129793280062,1793253.7566032077,2121283.9636574048,-933552.3677821619,1.803855411708355e-06,5000.0,3,0,2.1290371815584224,True
569.385058371412,2846925.2918570647,1859.96315001927,44.85040036504733,1791771.015246404,2115675.426636436,-931790.6270662656,-5.138572305440903e-07,5000.0,3,0,2.126026170025318,True
569.9550133847969,2849775.066923989,1859.4037700203137,44.849387821321606,1790616.2764798186,2109976.2080258713,-930077.7496845726,-6.833579391241074e-08,5000.0,4,0,2.125760236990031,True
570.5249683981816,2852624.841990913,1858.8328786550476,44.84846011042505,1789209.5851285057,2104358.3388266033,-928331.787056596,-5.059409886598587e-07,5000.000000000001,2,0,2.1210952407690935,True
571.0949234115664,2855474.6170578366,1858.2752409525879,44.847432710001094,1788085.4745158756,2098663.1960723237,-926628.4671501999,2.8565991669893265e-06,5000.0,3,0,2.12144861678158,True
571.6648784249512,2858324.392124761,1857.7092603879096,44.84646632202373,1786778.7611535364,2093028.7905002604,-924901.7935717134,1.641456037759781e-07,5000.0,3,0,2.1166801162005395,True
572.234833438336,2861174.1671916847,1857.1422365597073,44.845506655140824,1785446.806709498,2087408.5426160523,-923174.0874947961,1.8780119717121124e-06,4999.999999999999,3,0,2.1140867758051676,True
572.8047884517208,2864023.942258609,1856.5735030887267,44.844558501499655,1784075.8472988773,2081806.4406296704,-921443.3328137611,-1.1316733434796333e-06,5000.0,3,0,2.111533520737325,True
573.3747434651056,2866873.717325533,1856.0114767143018,44.84355975639244,1782844.5712113495,2076169.4725805938,-919735.1134258242,2.1957093849778175e-06,5000.0,3,0,2.110105738865355,True
573.9446984784904,2869723.492392457,1855.4187443356006,44.842786409015254,1780960.5344819105,2070733.2923512799,-917935.8530120957,-6.504124030470848e-07,5000.0,3,0,2.113854304195983,True
574.5146534918752,2872573.267459381,1854.844633229,44.84187429992122,1779469.7986236818,2065186.7726088606,-916195.354670166,-1.4603137969970703e-06,4999.999999999999,3,0,2.1044371456809374,True
575.08460850526,2875423.042526305,1854.2776458042688,44.84090861670642,1778126.9378515615,2059602.9179937285,-914478.6114417347,4.973262548446655e-07,5000.0,2,0,2.1019385004962303,True
575.6545635186447,2878272.817593229,1853.7155822972,44.83990570104827,1776884.5564074789,2053995.723622163,-912778.893022998,1.7869751900434494e-07,5000.0,3,0,2.1002804700225837,True
576.2245185320296,2881122.5926601533,1853.151670314494,44.83891536693343,1775600.181991673,2048407.631644881,-911075.700556868,2.9336661100387573e-07,5000.0,3,0,2.0974682909441587,True
576.7944735454143,2883972.367727077,1852.5682605330967,44.83806659592726,1773906.8039242553,2042948.027234069,-909315.8477003027,-1.0933727025985718e-06,5000.0,3,0,2.097297000880145,True
577.3644285587992,2886822.1427940014,1851.9927838628512,44.837158422732244,1772377.5097276592,2037446.1747774407,-907582.1446070016,-1.5888363122940063e-06,5000.0,3,0,2.0926926936034493,True
577.934383572184,2889671.917860925,1851.4227345865193,44.83620941722302,1770958.8500882448,2031918.0067145058,-905866.9641964516,7.142079994082451e-07,5000.0,3,0,2.0897621219442386,True
578.5043385855688,2892521.6929278495,1850.8507643280604,44.83527318937171,1769498.3470484207,2026408.8979395595,-904148.1750626923,-2.9650982469320297e-07,5000.0,3,0,2.087478566139887,True
579.0742935989535,2895371.4679947733,1850.2573856012853,44.834491324132465,1767595.6567319378,2021038.3336011327,-902367.3497810429,-2.692686393857002e-07,5000.0,3,0,2.0932542415095963,True
579.6442486123384,2898221.2430616976,1849.6828741397906,44.83357088361058,1766080.2998508008,2015558.9217605419,-900645.3755823293,1.205364242196083e-06,5000.0,2,0,2.0829892303741793,True
580.2142036257231,2901071.0181286214,1849.114613597568,44.83260385990074,1764690.9793736185,2010048.50189219,-898944.2915430389,-9.60775651037693e-07,5000.0,2,0,2.0801323408540133,True
580.784158639108,2903920.7931955457,1848.5614479856727,44.831526590991324,1763606.444698606,2004453.7331128186,-897290.4507626833,-9.071081876754761e-07,5000.0,3,0,2.080856647013767,True
581.3541136524927,2906770.5682624695,1847.99017250756,44.83057930410494,1762149.785453051,1998976.677483013,-895584.5939553258,-6.23287633061409e-07,5000.0,3,0,2.075432875899574,True
581.9240686658776,2909620.343329394,1847.4334382285294,44.82952604368413,1760985.1709503806,1993418.9982899409,-893924.2374012549,8.359784260392189e-07,4999.999999999999,3,0,2.074581115521573,True
582.4940236792623,2912470.1183963176,1846.8651852007881,44.82855481725881,1759584.1892728396,1987938.5658780867,-892231.6438430531,1.8094433471560478e-06,5000.0,3,0,2.0704745067394232,True
583.0639786926472,2915319.893463242,1846.2955900472878,44.827592063390156,1758153.7725027448,1982473.5109784624,-890537.1960579125,-2.4654436856508255e-06,5000.0,3,0,2.068134543093614,True
583.6339337060319,2918169.6685301657,1845.7321870876672,44.82658381451261,1756844.9675603732,1976978.773040102,-888863.2787351926,-1.5379628166556358e-06,5000.0,3,0,2.065848658112751,True
584.2038887194167,2921019.4435970895,1845.1494430746343,44.82571306876321,1755146.5063825294,1971607.3254274842,-887134.1036207502,7.353955879807472e-07,5000.0,3,0,2.066433729927059,True
584.7738437328015,2923869.218664014,1844.5740192268272,44.82478851321281,1753593.1774688752,1966199.074823331,-885428.8494434962,-5.208421498537064e-07,5000.0,3,0,2.06175057903371,True
585.3437987461863,2926718.9937309376,1844.0147514815947,44.82374737819705,1752358.96025502,1960701.927503126,-883773.566860132,-1.5026889741420746e-06,5000.0,3,0,2.0591342464167997,True
585.9137537595711,2929568.768797862,1843.445738034812,44.82277480784421,1750928.1140004396,1955270.3327333091,-882091.5561080495,-8.619390428066254e-07,5000.000000000001,3,0,2.0560437212003726,True
586.4837087729559,2932418.5438647857,1842.8725413636364,44.82183083866169,1749412.3219791919,1949870.8202063928,-880399.336704593,-3.6874553188681602e-06,5000.0,3,0,2.054162942573078,True
587.0536637863407,2935268.31893171,1842.3157497287668,44.82076921351735,1748217.0853300889,1944381.9390409756,-878757.6206044871,7.337657734751701e-07,5000.0,3,0,2.0522468623024475,True
587.6236187997255,2938118.093998634,1841.7579714482822,44.819713773441165,1746998.4599606858,1938906.6964735172,-877115.0409698832,7.453025318682194e-06,5000.0,3,0,2.0495400040647076,True
588.1935738131103,2940967.869065558,1841.1979975623199,44.81867286779287,1745733.3439769342,1933451.842916167,-875468.0538324107,1.3061799108982086e-07,5000.000000000001,3,0,2.0467493394757637,True
588.7635288264951,2943817.644132482,1840.6264802060498,44.817712717038475,1744239.5724936884,1928072.4084631258,-873789.2403692582,3.9569567888975143e-07,5000.0,3,0,2.0443229868903448,True
589.3334838398799,2946667.419199406,1840.0706614653946,44.81664061149965,1743048.5501944514,1922608.643487267,-872158.5989777774,-2.9639340937137604e-07,5000.0,2,0,2.042592880654919,True
589.9034388532647,2949517.19426633,1839.5286086836836,44.81547073982227,1742119.9260099868,1917072.5347850767,-870570.2969354608,4.384201020002365e-07,5000.0,3,0,2.0457079788060337,True
590.4733938666495,2952366.9693332543,1838.9686518058527,44.814426279359616,1740840.0052719386,1911648.6833969767,-868931.5571392825,5.399342626333237e-07,5000.0,3,0,2.03690885718575,True
591.0433488800343,2955216.744400178,1838.4143271427085,44.813341340645,1739664.9220254568,1906199.8413049688,-867311.3251167808,-1.8178252503275871e-06,5000.0,3,0,2.0355235427635816,True
591.6133038934191,2958066.5194671024,1837.850294078637,44.81232370746765,1738299.3319506103,1900815.0708262387,-865664.7830102565,-9.092036634683609e-07,5000.0,3,0,2.031762248584567,True
592.1832589068039,2960916.294534026,1837.2826649626886,44.8113302691665,1736861.8629621603,1895458.6775365463,-864009.8463314879,2.8889626264572144e-06,5000.0,3,0,2.0294695221425734,True
592.7532139201887,2963766.0696009505,1836.7315523559128,44.810220370615255,1735736.5048338908,1890014.7945268361,-862405.0812923834,8.723116479814053e-06,5000.000000000001,2,0,2.028919002649328,True
593.3231689335735,2966615.8446678743,1836.1699852849276,44.80918255902833,1734408.1596756615,1884638.644149333,-860771.9174680541,2.1192245185375214e-06,5000.000000000001,3,0,2.024577600676134,True
593.8931239469583,2969465.6197347986,1835.6232939568254,44.80804027353869,1733358.076985451,1879185.1174922406,-859183.9955982205,1.5677651390433311e-06,5000.0,2,0,2.0255101150644994,True
594.4630789603431,2972315.3948017224,1835.054861628878,44.80704861274152,1731892.2670595977,1873863.9678543597,-857534.9948569188,7.80716072767973e-06,5000.0,3,0,2.019941147421132,True
595.0330339737279,2975165.1698686467,1834.5048375674276,44.80592793785216,1730770.6458603994,1868445.2004274284,-855941.4036206024,1.055304892361164e-06,5000.0,3,0,2.0192886849579845,True
595.6029889871127,2978014.9449355705,1833.9343602381343,44.804948373700846,1729260.481574204,1863150.73528458,-854290.6378555709,-7.868511602282524e-07,5000.0,3,0,2.0155057569853008,True
596.1729440004975,2980864.7200024948,1833.3702427720102,44.80392368880632,1727866.9339405785,1857827.6864222093,-852660.3616879716,5.022156983613968e-07,5000.0,3,0,2.012384605647667,True
596.7428990138823,2983714.4950694186,1832.8046147717362,44.802908422525554,1726442.219676739,1852520.7474980874,-851027.8017884472,1.2675300240516663e-06,5000.0,3,0,2.0100604865889276,True
597.312854027267,2986564.2701363424,1832.2369634977308,44.8019061294635,1724976.948923028,1847232.8597271473,-849391.4964504576,8.33696685731411e-06,5000.0,2,0,2.0078425726833835,True
597.8828090406519,2989414.0452032667,1831.6764301669775,44.80085356146816,1723641.291746337,1841912.1444136843,-847777.7666409422,-8.614733815193176e-09,4999.999999999999,3,0,2.0051455995523875,True
598.4527640540366,2992263.8202701905,1831.1044034842405,44.79987918652803,1722089.715840182,1836663.746241252,-846133.0548103739,2.566725015640259e-06,5000.0,2,0,2.0039103341937197,True
599.0227190674215,2995113.5953371148,1830.5296830391655,44.79892204820531,1720486.5754810716,1831437.6354280082,-844482.7392318065,-4.3178442865610123e-07,5000.0,3,0,2.002301601242984,True
599.5926740808062,2997963.3704040386,1829.9710457770627,44.79785340805555,1719176.9623275208,1826129.062770821,-842880.662577581,-4.286877810955048e-06,5000.0,3,0,1.9979122107236913,True
600.1626290941911,3000813.145470963,1829.4117219404766,44.796788617481354,1717851.0866944282,1820832.129368422,-841278.6461129481,-2.386164851486683e-06,5000.0,3,0,1.995423641892109,True
600.7325841075758,3003662.9205378867,1828.8495449130248,44.79574242709003,1716469.5969863655,1815558.7814609602,-839670.5022131883,2.3506581783294678e-06,4999.999999999999,3,0,1.9929829847618434,True
601.3025391209607,3006512.695604811,1828.285947711448,44.794704868833044,1715059.228900681,1810300.7962347395,-838060.3521596908,1.9033905118703842e-07,5000.0,3,0,1.9906749738132272,True
601.8724941343454,3009362.470671735,1827.7196536204629,44.79368472816825,1713596.8308334087,1805065.3970731054,-836444.5697356206,4.05055470764637e-06,4999.999999999999,2,0,1.988528573612305,True
602.4424491477303,3012212.245738659,1827.169714981442,44.79255221747071,1712427.512451347,1799747.2883654616,-834877.4405856489,-4.3527688831090927e-07,4999.999999999999,3,0,1.9868915455138214,True
603.012404161115,3015062.020805583,1826.6267673383743,44.79137160083443,1711379.5010653532,1794398.828791855,-833332.1527589944,1.6937265172600746e-06,5000.0,3,0,1.9864868057115193,True
603.5823591744999,3017911.795872507,1826.0723260761238,44.79026828747776,1710119.772671251,1789121.472303866,-831756.1198041069,7.225899025797844e-07,5000.0,3,0,1.9811788111096054,True
604.1523141878846,3020761.570939431,1825.5340753595376,44.78905466621223,1709145.8478526806,1783763.477326252,-830228.0096266009,6.04486558586359e-06,5000.0,3,0,1.9833757043508338,True
604.7222692012695,3023611.3460063552,1824.97499121555,44.78798119480525,1707794.4355189158,1778527.2456463142,-828642.7335753024,-1.246575266122818e-06,4999.999999999999,3,0,1.9760855335788259,True
605.2922242146542,3026461.121073279,1824.4034049954848,44.78699122798841,1706216.879823187,1773366.965883166,-827024.0934017913,2.641463652253151e-07,4999.999999999999,4,0,1.9754410807159264,True
605.862179228039,3029310.8961402033,1823.849040007701,44.78588407692743,1704942.8029976548,1768120.4963842942,-825456.2337842841,-1.8952414393424988e-07,4999.999999999999,3,0,1.9713948929978273,True
606.4321342414238,3032160.671207127,1823.2932640044705,44.78478561453639,1703639.750718897,1762889.548091961,-823886.3718368661,1.0905787348747253e-06,5000.0,2,0,1.9688444377765646,True
607.0020892548087,3035010.4462740514,1822.7355419450857,44.78369930905177,1702298.666591657,1757676.826501692,-822313.0130424976,-3.4712720662355423e-06,5000.0,2,0,1.9663798239430201,True
607.5720442681934,3037860.2213409753,1822.1648897607806,44.78269885792193,1700726.55783201,1752541.7091745492,-820705.2502125797,-1.1003576219081879e-06,5000.0,3,0,1.965725537776173,True
608.1419992815783,3040709.9964078995,1821.6106049513214,44.78158767845701,1699439.1308736864,1747325.9291984388,-819145.6066013138,-1.2515811249613762e-06,5000.0,3,0,1.961618868540967,True
608.711954294963,3043559.7714748234,1821.0623013755433,44.78043572716413,1698252.2162786399,1742085.9184214366,-817604.7362242895,-1.6973353922367096e-07,5000.0,4,0,1.9599432660214666,True
609.2819093083478,3046409.5465417476,1820.4840516355605,44.779482896073034,1696539.0959761485,1737014.2638463958,-815981.8022335786,3.0193477869033813e-06,5000.0,3,0,1.9614746056960375,True
609.8518643217326,3049259.3216086715,1819.9343168281484,44.77833874713973,1695319.8092223443,1731797.4815928799,-814440.8898244724,1.2671807780861855e-06,4999.999999999999,3,0,1.9547617206413135,True
610.4218193351173,3052109.0966755953,1819.3822066142957,44.77720967548496,1694054.9766160056,1726601.3203942557,-812895.2708167568,-2.1629966795444489e-07,5000.0,3,0,1.9520190239764854,True
610.9917743485022,3054958.8717425196,1818.817959912835,44.77616043952798,1692576.515141264,1721477.6033309328,-811317.6955866904,5.0640664994716644e-08,5000.0,3,0,1.9500624946910239,True
611.5617293618869,3057808.6468094434,1818.229464016805,44.77527097710347,1690677.9748903224,1716490.0267771273,-809674.4957328029,1.5211990103125572e-06,5000.0,3,0,1.9580142161561953,True
