s,X,Y,Z,lambda,phi
1257.68192143791,223.96517868947,-272.05917831162,522.160594640635,256.577808627049,-3.5527136788005e-14
1261.95975110267,225.202720294407,-271.035666547779,517.102023818231,255.916860964453,3.5527136788005e-14
1266.23758076742,226.434232511676,-270.007659365153,512.102991696632,255.268161047109,0
1270.51541043218,227.627255219583,-269.002658816226,506.80214485608,254.869885548753,-2.8421709430404e-14
1274.79324009693,228.917172535917,-267.905815329121,501.576742290671,254.496436970864,-1.4210854715202e-14
1279.07106976169,230.111923779159,-266.880310820515,495.997771526533,254.405257968413,3.5527136788005e-14
1283.34889942644,231.379113556043,-265.782436551063,490.441626235134,254.372386306275,-2.1316282072803e-14
1287.6267290912,232.749772566384,-264.582957008377,484.619769886592,254.612752021161,2.1316282072803e-14
1291.90455875595,234.007548275097,-263.471184609016,478.682101100663,254.972878819284,-7.105427357601e-15
1296.18238842071,235.366898836643,-262.257546509193,472.577624930537,255.54092022746,4.2632564145606e-14
1300.46021808546,236.772115057556,-260.989584658414,466.253506806527,256.347126331403,-7.105427357601e-15
1304.73804775022,238.221770322776,-259.667067440757,459.614218112593,257.468601758013,7.105427357601e-15
1309.01587741497,239.682025879691,-258.319810001493,452.809511571363,258.787625278782,2.8421709430404e-14
1313.29370707973,241.206328317481,-256.897070727946,445.74186027054,260.395328757339,-7.105427357601e-15
1317.57153674448,242.789343655694,-255.401512086826,438.388663679478,262.312965550723,-2.8421709430404e-14
1321.84936640924,244.43681789666,-253.825215109837,430.731255000965,264.561725197688,7.105427357601e-15
1326.12719607399,246.15457185658,-252.159720262979,422.75104392579,267.163074460434,-7.105427357601e-15
1330.40502573875,247.948562316778,-250.395902949795,414.429962799748,270.138358960595,2.1316282072803e-14
1334.6828554035,249.824891819585,-248.523884559075,405.751024518133,273.508278332411,7.105427357601e-15
1338.96068506826,251.789835764646,-246.532911341696,396.699037370227,277.292211013441,4.2632564145606e-14
1343.23851473301,253.849837012267,-244.411247731861,387.261458493528,281.507388695931,1.4210854715202e-14
1347.51634439777,255.989489815647,-242.169318603585,377.414497721114,286.174913172517,0
1351.79417406252,258.220929585876,-239.788551212952,367.154930713648,291.305326788766,-2.8421709430404e-14
1356.07200372727,260.660985650243,-237.133819454003,356.275268545524,297.115065809751,1.4210854715202e-14
1360.34983339203,263.025781979444,-234.508071893276,345.09345836239,303.256810088121,-1.4210854715202e-14
1364.62766305678,265.634855728272,-231.548528803835,333.60236340139,309.824729352825,-1.4210854715202e-14
1368.90549272154,268.355114570802,-228.383681932275,321.214089401971,317.306748358946,-1.4210854715202e-14
1373.18332238629,270.982164578552,-225.11659343551,308.949851235527,324.724971650339,0
1377.46115205105,273.684934857841,-221.308405795304,296.416905792945,332.45632262561,-4.2632564145606e-14
1381.7389817158,275.942440083592,-217.432760143024,284.114231420581,339.889344138925,2.8421709430404e-14
1386.01681138056,277.888378894543,-213.350323753337,272.793731052619,346.384231114291,-1.4210854715202e-14
1390.29464104531,279.442689584415,-209.019415190693,261.509451389864,352.766791894696,-1.4210854715202e-14
1394.57247071007,280.557080328176,-204.604112441131,250.816176116713,358.526266691337,-1.4210854715202e-14
1398.85030037482,281.588723302884,-199.795317107261,241.042986408499,363.487008971703,1.4210854715202e-14
1403.12813003958,282.105953157434,-195.281361820832,232.060879142018,367.617417182502,1.4210854715202e-14
1407.40595970433,282.158556107922,-190.843871103405,223.30567801198,371.447017050846,-1.4210854715202e-14
1411.68378936909,282.240307573243,-186.014546160977,215.179759793738,374.785001582088,2.8421709430404e-14
1415.96161903384,282.035462357867,-181.309758984357,207.601600283261,377.588494057965,0
1420.2394486986,281.472142386736,-176.828923809819,200.41586523154,379.968683236618,4.2632564145606e-14
1424.51727836335,280.729862727868,-172.421047019108,193.688614492049,381.92569717118,-1.4210854715202e-14
1428.79510802811,279.883863430326,-168.127985356236,187.50248214978,383.400219677504,0
1433.07293769286,278.948398119825,-164.042168950477,181.866960016557,384.37505896822,0
1437.35076735762,277.83926955791,-160.139135749075,176.532077281215,385.052624390267,-1.4210854715202e-14
1441.62859702237,276.635652265817,-156.285303954086,171.452506475096,385.507201360575,1.4210854715202e-14
1445.90642668713,275.267703744905,-152.675149285572,166.646070746836,385.680820647305,-1.4210854715202e-14
1450.18425635188,274.119412828752,-148.994479130028,162.351746164017,385.487146398727,0
1454.46208601664,272.80595117176,-145.596254312945,158.262762208976,385.062172204813,0
1458.73991568139,271.524903777644,-142.3134520163,154.483456342821,384.377352877038,1.4210854715202e-14
1463.01774534614,270.2790267217,-139.270361057933,151.059690539899,383.36984936778,0
1467.2955750109,269.109192314096,-136.352593073844,147.933152812314,382.114336961989,-2.8421709430404e-14
1471.57340467565,267.920450485489,-133.507425764262,144.939977965148,380.744021391153,0
1475.85123434041,266.750754622974,-130.799874155809,142.14549097733,379.195721913541,-1.4210854715202e-14
1480.12906400516,265.596319625627,-128.27537903663,139.552174096613,377.456016755877,-1.4210854715202e-14
1484.40689366992,264.502031127072,-125.843108716237,137.144820760107,375.560954950729,-2.8421709430404e-14
1488.68472333467,263.459918855197,-123.588761326054,134.943948742571,373.472682654653,0
1492.96255299943,262.494201046587,-121.561337617708,132.982763652716,371.153784973172,7.105427357601e-15
1497.24038266418,261.526012573335,-119.562839627332,131.075930803346,368.791045297749,-7.105427357601e-15
1501.51821232894,260.575276700813,-117.67997961372,129.278932913622,366.32084462265,7.105427357601e-15
1505.79604199369,259.691370388908,-115.913750531038,127.63383109519,363.712641936276,7.105427357601e-15
1510.07387165845,258.840157246065,-114.258524366701,126.097756606627,360.998302610839,-2.1316282072803e-14
1514.3517013232,258.034315034475,-112.727346749518,124.682765801753,358.165170787778,-1.4210854715202e-14
1518.62953098796,257.282757611364,-111.322634121294,123.392684343308,355.209371826413,0
1522.90736065271,256.556396138773,-109.98893274166,122.172968774562,352.185333818574,2.1316282072803e-14
1527.18519031747,255.856892955954,-108.72162397634,121.020605735134,349.096312416468,-1.4210854715202e-14
1531.46301998222,255.190972933378,-107.541225043205,119.947242529713,345.927818715579,-7.105427357601e-15
1535.74084964698,254.558124657751,-106.433365428042,118.944186471928,342.689915951072,0
1540.01867931173,253.951331977383,-105.392388956997,118.000734239312,339.391671127904,1.4210854715202e-14
1544.29650897649,253.392589928975,-104.443635353774,117.144176369946,336.0058110229,-1.4210854715202e-14
1548.57433864124,252.85325824397,-103.546774168652,116.331844398253,332.574487652105,7.105427357601e-15
1552.852168306,252.324321659923,-102.684017681945,115.548152037548,329.11397788991,0
1557.12999797075,251.819252948109,-101.875428581854,114.811406770291,325.605071383315,0
1561.40782763551,251.333517326888,-101.110054003707,114.112651599289,322.05727273486,1.4210854715202e-14
1565.68565730026,250.867194274604,-100.38776627342,113.451064457069,318.471067849711,0
1569.96348696501,250.425823131803,-99.7158416342507,112.833188125706,314.839413931768,7.105427357601e-15
1574.24131662977,249.991624560936,-99.0663040801455,112.23319573446,311.189170921293,-7.105427357601e-15
1578.51914629452,249.564287261125,-98.4391632953066,111.650476371582,307.520725525933,0
1582.79697595928,249.149616626732,-97.8394586207368,111.091377546677,303.82789668328,-7.105427357601e-15
1587.07480562403,248.742494726606,-97.2616245681646,110.549255586957,300.117104809449,7.105427357601e-15
1591.35263528879,248.342293437261,-96.7031413818056,110.022445633702,296.390258393828,0
1595.63046495354,247.951827503539,-96.167484125901,109.514218308051,292.643876543196,0
1599.9082946183,247.563430505085,-95.6435470492729,109.014181606284,288.888829524323,0
1604.18612428305,247.171730568066,-95.1239050594536,108.515280626193,285.132503035699,-7.105427357601e-15
1608.46395394781,246.780938307335,-94.6125777815519,108.02230911018,281.370181445901,-1.4210854715202e-14
1612.74178361256,246.387354047004,-94.1062385640718,107.531024329244,277.605986217805,7.105427357601e-15
1617.01961327732,245.990292055222,-93.6037243776179,107.040453896005,273.840999503886,-7.105427357601e-15
1621.29744294207,245.597470739516,-93.1147522232131,106.560030304286,270.06533865473,-1.4210854715202e-14
1625.57527260683,245.190953929797,-92.6169411564341,106.067803607824,266.301988489649,7.105427357601e-15
1629.85310227158,244.770948360117,-92.110532765312,105.56418062576,262.550667732286,7.105427357601e-15
1634.13093193634,244.342163302587,-91.6026422947933,105.055367816724,258.804703722561,0
1638.40876160109,243.900249074267,-91.0865401743839,104.535827384236,255.0703270858,-1.4210854715202e-14
1642.68659126585,243.446538118534,-90.5651399505137,104.007679578057,251.345173846882,-7.105427357601e-15
1646.9644209306,242.983336152389,-90.0415683733665,103.473853187428,247.626192046527,7.105427357601e-15
1651.24225059536,242.498699748193,-89.502365608911,102.920779541742,243.92776019289,7.105427357601e-15
1655.52008026011,241.988688409679,-88.9432244534341,102.344314128461,240.254507427671,3.5527136788005e-15
1659.79790992487,241.45850925837,-88.3686849513501,101.750324973833,236.600845174161,-3.5527136788005e-15
1664.07573958962,240.902629012166,-87.7763452705324,101.133998870184,232.971376478829,3.5527136788005e-15
1668.35356925438,240.319101867712,-87.1629219006534,100.493223815943,229.368983871566,1.06581410364015e-14
1672.63139891913,239.731110125857,-86.5571857240836,99.8549116750117,225.764554562974,1.77635683940025e-14
1676.90922858389,239.10537454819,-85.9179557280943,99.1812532903427,222.199837907161,7.105427357601e-15
1681.18705824864,238.434704609756,-85.2364335699417,98.4648351924686,218.683749037381,-1.77635683940025e-14
1685.46488791339,237.73541580961,-84.535156928103,97.725407422356,215.194639767655,-7.105427357601e-15
1689.74271757815,236.996674815934,-83.8074807652826,96.9532477755565,211.742563546141,1.4210854715202e-14
1694.0205472429,236.226863631136,-83.0535202033494,96.155497619653,208.322453633727,1.4210854715202e-14
1698.29837690766,235.443331254882,-82.2941449354632,95.3515450128809,204.913051727158,-1.4210854715202e-14
1702.57620657241,234.606222795983,-81.4935193072587,94.5018260584824,201.55718183787,7.105427357601e-15
1706.85403623717,233.712105032504,-80.6387024514666,93.6014250481115,198.263761484716,0
1711.13186590192,232.766752958255,-79.7755328479674,92.6676977596861,195.005643744684,-1.06581410364015e-14
1715.40969556668,231.79264463567,-78.8496493596318,91.7043226207142,191.797693220513,1.06581410364015e-14
1719.68752523143,230.759483557063,-77.8963824890349,90.6986933484797,188.640119171191,-5.32907051820075e-15
1723.96535489619,229.697482631942,-76.926173616507,89.676603097776,185.509507415417,-5.32907051820075e-15
1728.24318456094,228.601625527865,-75.9428557780801,88.6357966096467,182.407210957916,-5.32907051820075e-15
1732.5210142257,227.424980880198,-74.8972563965682,87.531142195307,179.387652896257,5.32907051820075e-15
1736.79884389045,226.1928099668,-73.7814428936673,86.3807627259069,176.440085453852,7.105427357601e-15
1741.07667355521,224.907026102316,-72.6404446085883,85.197936665043,173.540529164134,-3.5527136788005e-15
1745.35450321996,223.556440779347,-71.4544571221293,83.971292391912,170.706722854867,-5.32907051820075e-15
1749.63233288472,222.141945297361,-70.2357992554359,82.7056205452995,167.932451065943,-1.15463194561016e-14
1753.91016254947,220.771805994381,-68.9730626010958,81.4748059805465,165.157306209023,1.24344978758018e-14
1758.18799221423,219.284763782975,-67.7481290794611,80.1848341466658,162.439098777484,3.5527136788005e-15
1762.46582187898,217.702489978435,-66.3902962658769,78.8162553302292,159.854271989126,7.54951656745106e-15
1766.74365154374,216.056868597416,-65.0094328778775,77.4161550918748,157.326979386097,-1.06581410364015e-14
1771.02148120849,214.387275840554,-63.5485488493314,76.0006965788972,154.862940094182,-8.77076189453874e-15
1775.29931087325,212.620904949734,-62.0905944937375,74.5388822416919,152.466030996057,-7.99360577730113e-15
1779.577140538,210.808411696793,-60.5768683030523,73.054259242085,150.135785729372,-5.32907051820075e-15
1783.85497020276,208.954170464066,-59.1250227768145,71.5725569741521,147.80893497819,-7.99360577730113e-15
1788.13279986751,207.063404047166,-57.6444082374762,70.0803772049281,145.530157986812,4.44089209850063e-15
1792.41062953227,204.962939262561,-56.2303085713548,68.4846388806598,143.36407701122,0
1796.68845919702,202.847444190233,-54.6509296579949,66.8714095951078,141.306542590664,1.77635683940025e-15
1800.96628886177,200.680723458075,-53.0603540250247,65.2457108821953,139.301688850849,7.105427357601e-15
1805.24411852653,198.3756647059,-51.5658938760231,63.5716163932048,137.353181066734,1.77635683940025e-15
1809.52194819128,196.035565073554,-50.0303067254343,61.8917311109125,135.46508004691,1.77635683940025e-15
1813.79977785604,193.778136151511,-48.4971748845007,60.2845347436458,133.534249396009,-1.77635683940025e-15
1818.07760752079,191.248809882463,-46.9496589611621,58.5334140813447,131.814189594205,-3.5527136788005e-15
1822.35543718555,188.763362964127,-45.2305464616593,56.8078080920641,130.170698551417,7.105427357601e-15
1826.6332668503,186.309804806267,-43.6190592711717,55.1400739027665,128.465369251462,3.5527136788005e-15
1830.91109651506,183.650497628003,-41.9503035369271,53.3682640156114,126.953590654177,7.105427357601e-15
1835.18892617981,181.085429868381,-40.1973519088969,51.6649201394942,125.436171579948,-2.1316282072803e-14
1839.46675584457,178.398196878399,-38.4221720652493,49.9141315642839,124.036543135097,-1.4210854715202e-14
1843.74458550932,175.738180999017,-36.6395039596808,48.2034506021646,122.638799885363,7.105427357601e-15
1848.02241517408,172.973123355554,-34.8070332280925,46.4540920066355,121.362251030181,7.105427357601e-15
1852.30024483883,170.23301764481,-32.9764894722909,44.7450877813492,120.083799881013,-1.06581410364015e-14
1856.57807450359,167.46807781208,-31.1017153453017,43.0439615506327,118.863899345062,1.4210854715202e-14
1860.85590416834,164.676378314536,-29.1995948555939,41.3521259955059,117.694969109173,-7.105427357601e-15
1865.1337338331,161.86207229456,-27.2748823315415,39.6728424603848,116.571033898646,-3.5527136788005e-15
1869.41156349785,159.028639197435,-25.3330635358241,38.0089136577916,115.486120791512,1.06581410364015e-14
1873.68939316261,156.179432162478,-23.3790205104376,36.3628616296898,114.434555678849,7.105427357601e-15
1877.96722282736,153.315361642346,-21.4215076917048,34.7360787077759,113.410505588062,-7.105427357601e-15
1882.24505249212,150.439979789325,-19.4626896995391,33.1306741947598,112.40936911039,7.105427357601e-15
1886.52288215687,147.55772684419,-17.501943362436,31.5489438891484,111.427214745248,7.105427357601e-15
1890.80071182163,144.670631604538,-15.5423707240417,29.9921392686176,110.460062622501,-1.4210854715202e-14
1895.07854148638,141.779346197299,-13.5887053718543,28.4608285615723,109.504200888487,7.105427357601e-15
1899.35637115114,138.899584727707,-11.6239884564478,26.9619462468108,108.554627132393,1.4210854715202e-14
1903.63420081589,135.950771928375,-9.65814991307487,25.4570224228032,107.67118969865,7.105427357601e-15
1907.91203048064,133.047724224204,-7.72632259423835,24.0030444781603,106.741942417317,0
1912.1898601454,130.149008357096,-5.79501047157339,22.5784845154052,105.81660185475,-7.105427357601e-15
1916.46768981015,127.189338092927,-3.83046501583156,21.1524302845853,104.965210670935,-7.105427357601e-15
1920.74551947491,124.271656432363,-1.94677274215461,19.7751593386359,104.045313187347,7.105427357601e-15
1925.02334913966,121.383835717002,-0.0432509489165369,18.4390513802215,103.115759702836,7.105427357601e-15
1929.30117880442,118.366677621954,1.87065070235294,17.072255311099,102.30448585622,7.105427357601e-15
1933.57900846917,115.470898874548,3.75460353698895,15.788981807357,101.380796562891,7.105427357601e-15
1937.85683813393,112.419577524036,5.63359452481756,14.4651391383187,100.589535588248,1.4210854715202e-14
1942.13466779868,109.506272389173,7.51217955644066,13.2320629961481,99.6840683345754,7.105427357601e-15
1946.41249746344,106.425217624761,9.34698037322345,11.9543512873483,98.9024871255148,-7.105427357601e-15
1950.69032712819,103.394483741667,11.283238241391,10.7340820120319,98.1276989722823,0
1954.96815679295,100.40756111938,13.0392598955483,9.55557295361081,97.2313301829675,-7.105427357601e-15
1959.2459864577,97.3218021636951,14.9043058559714,8.37334334458487,96.4709535646184,-7.105427357601e-15
1963.52381612246,94.205948912457,16.764781734261,7.21287367662008,95.7336422961721,0
1967.80164578721,91.0999959461685,18.5588689645878,6.08678286325247,94.9560659605739,0
1972.07947545197,88.0084578821988,20.3312510390029,5.00015843886048,94.1542951290959,0
1976.35730511672,84.9146136775656,22.1000129601679,3.94874072473025,93.3501698572025,-7.105427357601e-15
1980.63513478148,81.7721965056761,23.84495035362,2.91385805728297,92.574145812759,1.4210854715202e-14
1984.91296444623,78.643242097348,25.5992034138384,1.92499643847132,91.786221074653,1.4210854715202e-14
1989.19079411099,75.5535264792618,27.2847705648998,0.98315501773709,90.9292191086862,0
1993.46862377574,72.5000763840978,28.9020271766763,0.0861588877528305,90.0058765575588,0
1997.7464534405,70.4631637903295,29.7736482650663,7.105427357601e-15,87.5997678383793,-7.105427357601e-15
2002.02428310525,68.5823784424552,30.5357684840294,2.1316282072803e-14,85.0016806211082,0
2006.30211277001,66.7514640617811,31.2588427144513,0,82.364009925667,7.105427357601e-15
2010.57994243476,65.0223333263843,31.9038966959456,7.105427357601e-15,79.6292706599133,-7.105427357601e-15
2014.85777209952,63.3087277302503,32.6058988846682,0,76.9243104286581,3.5527136788005e-15
2019.13560176427,61.6779170245751,33.2263989520252,0,74.131066596469,3.5527136788005e-15
2023.41343142902,60.1305694552609,33.8120701892645,1.4210854715202e-14,71.2706026866449,3.5527136788005e-15
2027.69126109378,58.6541539522084,34.378658728999,0,68.3583265496881,0
2031.96909075853,57.235258266232,34.9317869791915,0,65.4056724969128,0
2036.24692042329,55.8785039845082,35.4493545723536,0,62.3973214958701,3.5527136788005e-15
2040.52475008804,54.586602094048,35.9602976818339,7.105427357601e-15,59.3443832241931,0
2044.8025797528,53.3417722673823,36.46215213595,1.4210854715202e-14,56.2581616397848,0
2049.08040941755,52.1361734064253,36.9612613843845,3.5527136788005e-15,53.1470592904302,-3.5527136788005e-15
2053.35823908231,50.9466755171928,37.4740875786765,1.4210854715202e-14,50.0364040265208,3.5527136788005e-15
2057.63606874706,49.7794143948382,37.9814075908562,3.5527136788005e-15,46.9118934872606,-3.5527136788005e-15
2061.91389841182,48.6109938998213,38.5114719107209,7.105427357601e-15,43.8052938996207,0
2066.19172807657,47.4296185155134,39.0586892189091,5.32907051820075e-15,40.7233174259725,-1.77635683940025e-15
2070.46955774133,46.2227161099387,39.6294445436812,1.77635683940025e-15,37.6793499652397,1.77635683940025e-15
2074.74738740608,44.9727094515894,40.2262473754118,0,34.6892190263811,1.77635683940025e-15
2079.02521707084,43.6789189925402,40.8436528385675,3.5527136788005e-15,31.751664527208,0
2083.30304673559,42.3306837934695,41.4885096082341,0,28.8795169057298,0
2087.58087640035,40.9172938681968,42.1608018451575,0,26.0826270109481,-1.77635683940025e-15
2091.8587060651,39.4348241763481,42.8581462654644,8.88178419700125e-16,23.3643639054783,1.77635683940025e-15
2096.13653572986,37.8809616146595,43.5787430059111,1.77635683940025e-15,20.7271074640179,8.88178419700125e-16
2100.41436539461,36.2557950743425,44.3202839205537,0,18.1709573064722,8.88178419700125e-16
2104.69219505937,34.5613526352021,45.0802340076628,1.77635683940025e-15,15.6941102340826,-3.5527136788005e-15
2108.97002472412,32.8017685153676,45.8563245598896,8.88178419700125e-16,13.292789689962,0
2113.24785438888,30.9833530983708,46.6464387555995,0,10.960947220171,0
2117.52568405363,29.113956856748,47.4488279601385,2.22044604925031e-16,8.69073660963539,2.22044604925031e-15
2121.80351371839,27.2019863378661,48.2622696846696,2.22044604925031e-16,6.47332104940666,-1.99840144432528e-15
2126.08134338314,25.2542251218358,49.0865375974673,0,4.30097779994979,-1.33226762955019e-15
2130.3591730479,23.2635695697648,49.9270629491073,4.16333634234434e-17,2.18023812104337,9.99200722162641e-16
2134.63700271265,-29.4056102879826,72.0630398227344,0.00120130928058123,55.0334997671568,-3.5527136788005e-15
